GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "12000","Florida",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",401688.9,429188.3,456797.9,488466.1,516558.8,548397.8,583447.2,636087.5,697260.1,744660.6,768568.1,750972.8,725658.1,738242.3,746535.3,768722.9,800886.0,840386.4,897754.7,941561.2,990096.6,1050298.4,1106500.1
 "12000","Florida",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",221570.0,240582.2,255858.3,277809.5,294909.5,307774.1,325492.8,350823.8,380964.1,404090.7,417548.4,414893.5,392861.0,397666.1,405488.8,422060.9,438575.1,460825.6,490204.4,512496.4,540682.0,574299.6,603712.2
 "12000","Florida",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",142471.0,147806.6,157939.7,166147.6,177017.7,191994.8,204807.9,224427.6,250332.2,269033.8,276708.9,264079.1,265226.8,273803.0,275517.9,280113.1,292603.9,308740.0,334719.6,352135.4,367547.1,388960.5,411739.3
 "12000","Florida",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",37647.9,40799.5,42999.9,44509.0,44631.6,48629.0,53146.6,60836.1,65963.8,71536.2,74310.9,72000.1,67570.4,66773.3,65528.6,66549.0,69707.0,70820.8,72830.8,76929.3,81867.4,87038.3,91048.6
 "12000","Florida",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",38869.0,42021.4,44304.4,45779.4,46412.4,50189.4,55101.7,62943.2,68557.6,73798.0,76794.0,74213.2,69993.9,68926.7,68069.9,68899.9,72003.4,73055.9,75053.4,79291.7,84187.7,89452.0,93604.5
 "12000","Florida",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-1221.2,-1221.9,-1304.4,-1270.3,-1780.8,-1560.4,-1955.2,-2107.2,-2593.7,-2261.8,-2483.1,-2213.0,-2423.6,-2153.4,-2541.3,-2350.9,-2296.3,-2235.1,-2222.6,-2362.4,-2320.3,-2413.7,-2555.9
 "13000","Georgia",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",329106.6,353292.8,378237.4,391210.2,395041.3,399790.5,410866.0,429301.7,445803.4,451010.5,452706.7,442300.5,425155.8,430702.0,438060.2,443566.1,449796.1,465137.8,484378.4,500909.3,519452.6,538730.8,547422.7
 "13000","Georgia",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.196,79.648,85.272,88.197,89.060,90.131,92.628,96.784,100.504,101.678,102.061,99.715,95.849,97.100,98.759,100.000,101.405,104.863,109.201,112.928,117.108,121.454,123.414
 "13000","Georgia",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",242681.6,265321.7,289446.6,306019.9,317271.2,326670.1,340627.0,364229.0,386999.9,402501.1,414779.6,411851.7,406066.3,414664.0,427826.9,443566.1,459578.7,485282.5,515753.0,541292.2,568398.9,602023.9,625713.6
 "13000","Georgia",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",132265.0,145064.5,156224.6,168914.1,174526.5,177213.0,183554.3,193534.9,204406.2,216299.7,226913.0,228942.1,221382.9,223589.2,231955.3,240348.2,249271.9,262661.6,276958.6,288215.7,301713.5,315633.3,330034.0
 "13000","Georgia",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",94925.4,103955.8,115492.2,118243.8,123500.8,129930.4,136651.8,148597.9,158994.4,160434.1,162180.6,156872.8,160360.4,166105.9,170115.2,176295.2,183060.1,194197.0,209881.5,222550.0,235482.8,252435.5,259737.5
 "13000","Georgia",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",15491.2,16301.4,17729.8,18862.0,19243.9,19526.7,20420.8,22096.2,23599.3,25767.3,25686.0,26036.7,24323.0,24968.8,25756.4,26922.7,27246.7,28423.9,28912.9,30526.5,31202.7,33955.1,35942.1
 "13000","Georgia",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",16183.1,17034.1,18645.5,19786.3,20514.6,20769.6,21734.2,23062.4,25015.0,26971.0,26929.4,27240.9,25660.0,26132.2,27051.1,28206.3,28498.3,29655.3,30143.1,31917.9,32531.9,35269.3,37660.9
 "13000","Georgia",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-691.9,-732.8,-915.7,-924.4,-1270.8,-1242.9,-1313.4,-966.3,-1415.7,-1203.7,-1243.3,-1204.2,-1337.0,-1163.4,-1294.7,-1283.5,-1251.6,-1231.4,-1230.2,-1391.4,-1329.2,-1314.1,-1718.8
 "15000","Hawaii",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",55741.2,54352.7,55174.2,56440.5,56133.3,57913.9,60828.5,64925.7,68553.0,70384.3,71179.7,71681.2,69122.5,71075.0,72236.3,73676.7,74294.1,74490.6,77176.6,79093.5,81039.5,82203.9,82471.4
 "15000","Hawaii",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.656,73.772,74.887,76.606,76.189,78.605,82.561,88.122,93.046,95.531,96.611,97.292,93.819,96.469,98.045,100.000,100.838,101.105,104.750,107.352,109.993,111.574,111.937
 "15000","Hawaii",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",37700.7,37621.7,39246.9,41519.9,42982.8,45449.9,48922.8,53761.1,58658.7,62349.9,65223.8,66857.7,65711.3,68260.2,70630.1,73676.7,75807.8,77819.3,82644.0,85899.9,89618.6,93100.5,95744.3
 "15000","Hawaii",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",21079.4,21564.4,22223.3,23456.1,24637.9,26166.0,27939.7,29982.0,32024.1,33875.3,35763.5,36819.9,36021.9,36556.1,38155.4,39546.4,40832.4,42505.1,44525.8,46041.0,47532.5,49313.0,50768.8
 "15000","Hawaii",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",13546.8,12914.9,13840.8,14635.5,15071.4,15799.6,17274.6,19592.4,22024.3,23412.8,24138.8,24707.9,24619.1,26362.0,26769.9,27907.7,28548.6,28529.2,30957.1,32462.2,34225.3,35485.5,36290.3
 "15000","Hawaii",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",3074.5,3142.4,3182.8,3428.3,3273.4,3484.3,3708.5,4186.8,4610.3,5061.8,5321.5,5330.0,5070.3,5342.1,5704.8,6222.6,6426.8,6785.0,7161.1,7396.7,7860.8,8302.0,8685.3
 "15000","Hawaii",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",3259.9,3308.2,3343.6,3593.2,3547.1,3653.9,3944.1,4382.2,4852.9,5283.2,5575.3,5562.8,5337.0,5593.1,5975.4,6484.8,6683.0,7051.1,7433.0,7670.4,8129.7,8559.4,8948.3
 "15000","Hawaii",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-185.4,-165.8,-160.7,-164.9,-273.7,-169.6,-235.6,-195.5,-242.6,-221.4,-253.8,-232.8,-266.7,-251.0,-270.7,-262.2,-256.2,-266.0,-271.9,-273.7,-269.0,-257.4,-263.0
 "16000","Idaho",7,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",37119.7,38936.6,42645.0,47495.2,46197.7,47334.4,48624.8,51388.8,55380.9,57598.9,58716.6,59744.9,57073.0,57952.9,57825.3,57780.1,59966.8,61663.2,63235.7,65643.2,68412.2,72455.4,74937.1
 "16000","Idaho",7,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.243,67.388,73.806,82.200,79.954,81.922,84.155,88.939,95.848,99.686,101.621,103.400,98.776,100.299,100.078,100.000,103.785,106.721,109.442,113.609,118.401,125.399,129.694
 "16000","Idaho",7,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",29523.9,31099.0,34252.3,38130.6,37493.8,38820.0,40417.7,43865.9,47958.1,50985.5,53864.9,55584.4,53763.9,55215.3,56516.4,57780.1,61155.2,63799.4,66082.0,69075.5,73286.5,79090.8,83665.5
 "16000","Idaho",7,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",16181.2,17240.6,18500.3,20431.9,20917.2,21551.6,22333.3,23926.6,25715.5,28405.3,29989.0,29946.1,28599.8,28902.7,29302.5,30077.5,31778.0,33031.1,34661.5,36569.6,39421.2,42180.7,44472.5
 "16000","Idaho",7,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",11419.4,11907.7,13686.5,15548.1,14406.9,14853.4,15448.9,17016.4,19247.8,19424.2,20637.6,22467.1,22134.5,23229.9,23948.8,24309.9,25758.8,26887.5,27467.0,28290.9,29372.1,32104.8,34315.1
 "16000","Idaho",7,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1923.3,1950.7,2065.5,2150.6,2169.7,2415.0,2635.5,2922.9,2994.8,3156.0,3238.3,3171.2,3029.5,3082.7,3265.0,3392.7,3618.3,3880.9,3953.5,4214.9,4493.2,4805.3,4877.8
 "16000","Idaho",7,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",2066.0,2173.1,2306.3,2434.7,2424.4,2630.5,2851.5,3137.4,3264.1,3381.5,3471.6,3416.9,3305.8,3359.7,3517.4,3646.4,3890.0,4108.8,4175.1,4492.7,4792.1,5113.5,5215.7
 "16000","Idaho",7,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-142.7,-222.4,-240.8,-284.1,-254.7,-215.6,-215.9,-214.4,-269.3,-225.5,-233.3,-245.8,-276.3,-277.0,-252.4,-253.7,-271.6,-227.9,-221.6,-277.8,-298.9,-308.2,-337.9
 "17000","Illinois",3,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",577495.8,596185.0,618287.8,640878.6,642463.5,646998.4,656380.3,675720.7,688522.6,706084.1,712910.5,701791.9,683432.0,694001.9,706705.2,720881.5,719922.2,735876.3,747666.8,746370.0,752459.2,769631.2,773135.5
 "17000","Illinois",3,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.110,82.702,85.768,88.902,89.122,89.751,91.052,93.735,95.511,97.947,98.894,97.352,94.805,96.271,98.033,100.000,99.867,102.080,103.716,103.536,104.380,106.763,107.249
 "17000","Illinois",3,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",415771.9,436648.6,460242.3,486766.2,501155.5,513611.5,530142.9,561037.0,589149.4,623471.2,648243.6,648732.0,645146.7,661714.8,687951.0,720881.5,734808.5,766120.8,795326.1,803943.7,823776.2,863039.5,885583.0
 "17000","Illinois",3,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",236758.4,254033.1,268468.9,285572.2,295169.7,299236.0,304674.3,318668.9,332910.6,351335.0,368751.6,375336.6,358700.7,362460.9,377501.2,392017.1,400321.8,413181.7,432132.9,437550.1,452723.6,472371.9,485215.1
 "17000","Illinois",3,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",151533.5,154749.3,162405.4,170448.1,174701.7,180360.7,190060.0,204595.0,215927.6,228631.8,234367.2,226834.6,241006.0,254132.5,263920.5,279480.6,282909.1,297603.4,305166.7,307987.2,309694.2,325316.4,333116.0
 "17000","Illinois",3,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",27480.0,27866.2,29368.1,30746.0,31284.2,34014.9,35408.7,37773.2,40311.2,43504.4,45124.7,46560.8,45440.0,45121.3,46529.3,49383.8,51577.6,55335.6,58026.5,58406.3,61358.4,65351.2,67251.9
 "17000","Illinois",3,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",29451.5,30117.8,32418.9,33893.7,34758.5,36194.0,38062.3,40604.6,43861.6,46401.6,47896.0,49321.1,48397.0,47997.7,49621.8,52308.1,54575.1,57977.5,60775.1,61760.9,64240.2,68679.6,71394.5
 "17000","Illinois",3,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-1971.5,-2251.7,-3050.8,-3147.7,-3474.3,-2179.2,-2653.6,-2831.5,-3550.5,-2897.2,-2771.2,-2760.3,-2957.0,-2876.4,-3092.5,-2924.3,-2997.5,-2641.9,-2748.6,-3354.7,-2881.8,-3328.4,-4142.6
 "18000","Indiana",3,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",232155.1,246119.4,254015.2,264054.4,258792.5,265089.5,275172.6,284609.6,285607.9,291705.2,299415.9,298560.6,277763.6,295526.0,296674.3,297816.1,303966.8,313830.9,311850.4,316545.6,322969.3,332156.8,337636.1
 "18000","Indiana",3,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.952,82.641,85.293,88.664,86.897,89.011,92.397,95.566,95.901,97.948,100.537,100.250,93.267,99.231,99.617,100.000,102.065,105.377,104.712,106.289,108.446,111.531,113.371
 "18000","Indiana",3,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",170481.1,184395.0,192765.5,203356.8,204705.6,212438.6,223500.2,236921.3,243862.2,255462.9,269071.3,273140.1,261500.2,280497.0,288942.9,297816.1,308725.4,325008.3,329527.7,337217.2,350436.3,368424.5,379684.1
 "18000","Indiana",3,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",97939.3,104953.8,111590.4,117278.7,118592.1,120790.0,124487.8,130675.0,135176.0,140881.4,145418.1,147507.5,138300.2,142246.9,147746.5,154866.2,157878.7,165190.8,171676.4,176923.5,184477.9,193026.7,198976.0
 "18000","Indiana",3,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",62031.8,68738.8,70228.8,74629.9,74351.0,78988.6,85308.8,92091.9,91718.4,96982.2,108142.8,108820.4,106608.8,121292.7,125141.5,125707.8,133034.2,141447.4,139449.3,141976.5,146503.7,154966.2,159789.5
 "18000","Indiana",3,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",10510.0,10702.4,10946.3,11448.2,11762.5,12660.0,13703.6,14154.3,16967.8,17599.3,15510.4,16812.2,16591.2,16957.4,16055.0,17242.1,17812.4,18370.0,18402.0,18317.1,19454.7,20431.7,20918.6
 "18000","Indiana",3,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",11027.1,11398.6,11993.8,12577.5,12991.5,13345.1,14543.0,15087.1,18287.5,18588.8,16358.7,17677.3,17552.4,17886.9,17140.2,18291.7,18917.7,19217.3,19268.4,19541.0,20456.9,21558.2,22460.9
 "18000","Indiana",3,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-517.1,-696.2,-1047.5,-1129.3,-1229.0,-685.1,-839.4,-932.7,-1319.7,-989.5,-848.4,-865.1,-961.2,-929.5,-1085.3,-1049.6,-1105.2,-847.2,-866.5,-1223.9,-1002.1,-1126.5,-1542.2
 "19000","Iowa",4,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",113574.6,114400.3,116832.5,122360.4,120923.9,124277.0,129246.4,139960.2,143905.3,146068.4,152466.2,149735.5,146223.6,150099.2,152153.2,157838.6,157902.5,165641.4,170545.9,169488.8,168976.5,172844.7,173515.4
 "19000","Iowa",4,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.956,72.479,74.020,77.522,76.612,78.737,81.885,88.673,91.172,92.543,96.596,94.866,92.641,95.097,96.398,100.000,100.040,104.944,108.051,107.381,107.057,109.507,109.932
 "19000","Iowa",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",82731.1,84676.6,87796.0,93189.8,94973.4,99123.2,105020.4,116834.4,122256.2,127052.6,137179.9,137116.2,136819.9,142016.7,148102.2,157838.6,161583.0,172121.9,179459.2,179939.8,182151.3,190147.0,194658.1
 "19000","Iowa",4,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",43058.4,46424.7,48851.5,51344.9,53028.3,54063.3,56040.3,59519.6,62370.9,65579.9,69086.1,71693.1,70609.8,71824.0,74054.8,77814.5,80039.7,84326.3,87450.1,90108.2,92699.1,96328.0,98629.9
 "19000","Iowa",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",34810.1,33571.1,34734.2,37708.1,37612.4,39363.6,43341.5,51517.6,54514.8,54947.3,60961.6,57998.6,58583.8,62389.1,65688.6,71033.6,72487.1,78204.1,82617.8,79442.2,78683.7,82806.1,85508.0
 "19000","Iowa",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",4862.6,4680.8,4210.3,4136.8,4332.7,5696.3,5638.6,5797.2,5370.6,6525.4,7132.1,7424.5,7626.2,7803.5,8358.8,8990.4,9056.2,9591.4,9391.3,10389.4,10768.5,11013.0,10520.2
 "19000","Iowa",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",5647.1,5843.9,6152.2,6288.4,6336.4,6587.7,6811.8,7188.0,7666.4,7930.7,8265.9,8650.1,8885.1,9133.5,9667.6,10314.8,10419.4,10604.3,11079.4,11843.3,11926.8,12587.6,13086.4
 "19000","Iowa",4,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-784.5,-1163.0,-1941.9,-2151.5,-2003.7,-891.5,-1173.2,-1390.9,-2295.8,-1405.3,-1133.8,-1225.6,-1258.9,-1329.9,-1308.9,-1324.4,-1363.2,-1012.9,-1688.1,-1454.0,-1158.3,-1574.6,-2566.2
 "20000","Kansas",4,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",104779.0,108386.0,110955.2,113937.6,114152.7,115707.1,117541.4,118320.6,122325.6,128914.9,135574.4,138822.5,133743.4,135182.0,138782.0,140764.1,140355.8,144131.5,147929.8,152511.5,154456.6,158192.7,160059.3
 "20000","Kansas",4,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.436,76.998,78.823,80.942,81.095,82.199,83.502,84.056,86.901,91.582,96.313,98.621,95.012,96.034,98.592,100.000,99.710,102.392,105.091,108.345,109.727,112.381,113.707
 "20000","Kansas",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",74669.9,78384.9,81669.8,85820.7,88594.7,91049.7,94630.2,98013.9,103966.3,112634.0,122349.1,127824.5,124779.5,127970.4,135528.5,140764.1,143065.8,148942.7,154015.6,159232.8,163968.3,171718.8,176493.1
 "20000","Kansas",4,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",42336.5,45547.8,48195.0,50990.3,52831.5,53702.7,54840.6,57791.2,60118.3,63829.5,68161.4,71307.2,68625.3,69941.1,72450.0,74831.4,77489.8,80384.8,83071.7,83347.5,85190.0,88749.2,91855.0
 "20000","Kansas",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",27390.5,27900.6,28886.0,29853.9,30502.6,31269.9,33457.7,33077.7,36888.9,41073.6,46305.0,48610.5,48309.7,50020.2,54359.1,56905.2,56511.2,59029.4,61295.6,65712.6,68249.0,72117.1,73918.1
 "20000","Kansas",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",4942.9,4936.4,4588.8,4976.4,5260.6,6077.1,6331.9,7145.0,6959.1,7730.9,7882.7,7906.8,7844.5,8009.1,8719.4,9027.5,9064.9,9528.5,9648.3,10172.7,10529.4,10852.5,10720.0
 "20000","Kansas",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",5559.3,5840.9,5956.9,6200.2,6423.3,6693.7,7263.2,7944.2,8206.9,8584.6,8718.7,8906.3,8831.0,8969.2,9714.5,10039.7,10348.6,10723.0,10664.3,11257.9,11619.0,12113.6,12721.6
 "20000","Kansas",4,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-616.4,-904.4,-1368.1,-1223.8,-1162.7,-616.7,-931.4,-799.3,-1247.8,-853.7,-836.0,-999.4,-986.4,-960.1,-995.1,-1012.2,-1283.8,-1194.5,-1016.0,-1085.2,-1089.7,-1261.1,-2001.6
 "21000","Kentucky",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",146881.4,151173.1,155866.0,151833.8,151767.5,155672.9,159399.5,163397.6,168840.3,173508.0,171850.3,172242.2,165300.6,172266.7,174202.7,176323.1,179499.1,179888.5,182487.9,183454.9,184600.8,187507.4,190811.5
 "21000","Kentucky",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.302,85.736,88.398,86.111,86.074,88.288,90.402,92.669,95.756,98.403,97.463,97.686,93.749,97.699,98.797,100.000,101.801,102.022,103.496,104.045,104.695,106.343,108.217
 "21000","Kentucky",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",104538.2,109396.4,114994.2,114099.1,117335.8,122215.8,127174.2,134190.8,142708.0,151185.8,154542.4,158209.2,156038.5,164820.3,170004.7,176323.1,182470.7,186419.0,192819.3,195840.2,200345.5,207849.4,215398.9
 "21000","Kentucky",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",55345.3,58587.0,62758.3,66433.7,68971.3,70906.7,73727.3,77558.3,81538.3,84967.7,88857.5,91397.9,88539.0,91544.7,94536.2,97929.8,98974.1,102252.8,107212.5,109272.2,112327.9,116399.9,120751.8
 "21000","Kentucky",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",41482.6,42915.9,44282.7,39133.5,39667.2,42193.0,44566.0,47146.3,51177.1,55574.2,55083.2,55762.9,56770.9,61721.6,63524.3,65871.4,70688.6,70896.2,72077.0,72844.4,73855.2,76558.4,79117.4
 "21000","Kentucky",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",7710.3,7893.4,7953.2,8531.8,8697.4,9116.1,8880.9,9486.2,9992.6,10643.8,10601.7,11048.3,10728.6,11554.0,11944.1,12521.8,12808.0,13270.0,13529.8,13723.6,14162.4,14891.2,15529.7
 "21000","Kentucky",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",7943.6,8178.8,8327.1,9082.8,9170.0,9427.2,9244.8,9858.6,10982.1,11323.8,11210.0,11654.6,11396.0,12175.2,12627.8,13201.7,13489.6,13886.4,14024.9,14248.7,14700.3,15423.3,16252.2
 "21000","Kentucky",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-233.3,-285.3,-374.0,-550.9,-472.6,-311.0,-363.9,-372.4,-989.5,-680.0,-608.3,-606.2,-667.4,-621.1,-683.7,-679.9,-681.6,-616.4,-495.1,-525.0,-537.9,-532.2,-722.5
 "22000","Louisiana",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",201663.3,208471.9,212728.9,206462.5,208982.4,213120.2,221295.9,231479.8,245727.5,243378.5,234521.9,235468.2,238921.7,247856.5,234299.7,233481.2,226345.4,232746.2,230434.0,225361.8,228819.3,235021.9,239967.2
 "22000","Louisiana",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.372,89.289,91.112,88.428,89.507,91.279,94.781,99.143,105.245,104.239,100.446,100.851,102.330,106.157,100.351,100.000,96.944,99.685,98.695,96.522,98.003,100.660,102.778
 "22000","Louisiana",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",116426.3,120338.4,125894.7,132709.5,137847.7,139566.7,154449.3,169836.2,197783.5,205888.0,206602.3,215289.0,207119.8,226161.8,229215.1,233481.2,228688.3,237717.1,231751.8,223409.5,235712.2,253236.1,256918.5
 "22000","Louisiana",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",60384.9,64270.0,65595.6,68244.4,72116.3,74690.6,77669.3,81364.7,84468.3,89793.9,96452.8,102562.4,101700.0,104420.2,106156.3,109777.0,112982.4,118219.3,120102.2,118551.4,121288.7,126503.3,128837.8
 "22000","Louisiana",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",47453.6,47122.1,51070.7,54879.3,55580.9,54272.0,66079.7,77132.9,101108.6,102552.6,97018.6,99199.8,92561.0,108206.6,108674.0,109047.7,100445.4,103757.9,96015.9,88309.5,96706.6,108340.0,108114.0
 "22000","Louisiana",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8587.8,8946.3,9228.4,9585.8,10150.4,10604.0,10700.3,11338.6,12206.6,13541.6,13130.9,13526.9,12858.9,13535.0,14384.7,14656.5,15260.5,15739.8,15633.8,16548.6,17716.8,18392.8,19966.6
 "22000","Louisiana",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8973.9,9401.1,9834.5,10230.6,10856.9,11140.3,11402.4,11895.4,12846.2,14186.2,15230.1,15063.1,13921.4,14381.3,15196.6,15447.2,16004.2,16360.0,16221.8,17247.6,18368.1,19045.0,20764.1
 "22000","Louisiana",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-386.1,-454.8,-606.2,-644.8,-706.5,-536.3,-702.1,-556.8,-639.6,-644.7,-2099.2,-1536.2,-1062.5,-846.3,-811.9,-790.6,-743.7,-620.2,-588.0,-699.1,-651.3,-652.2,-797.5
 "23000","Maine",1,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",43026.1,44223.8,46390.2,48524.6,49418.4,50636.0,51733.5,53529.4,53606.5,54279.0,54017.1,53925.8,53075.6,53790.1,53088.2,52866.6,52456.3,53445.1,53879.3,55088.1,55964.7,57302.7,58793.3
 "23000","Maine",1,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.386,83.652,87.749,91.787,93.478,95.781,97.857,101.254,101.400,102.672,102.176,102.004,100.395,101.747,100.419,100.000,99.224,101.094,101.916,104.202,105.860,108.391,111.211
 "23000","Maine",1,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",30623.5,32159.3,34379.1,36840.9,38499.2,40185.5,41842.2,44525.7,45869.8,47929.5,49163.3,49978.5,50567.9,51724.3,51867.1,52866.6,53670.7,55826.7,57559.8,59754.2,61671.5,64557.0,67717.1
 "23000","Maine",1,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",17694.3,18796.1,20064.5,21369.3,22593.0,23480.0,24462.8,25796.4,26301.2,27779.6,28867.9,29678.5,28902.7,29226.8,29665.3,30372.2,31130.0,32193.8,33491.4,34501.9,35801.5,37503.6,39335.6
 "23000","Maine",1,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",10003.9,10211.8,11249.3,12241.3,12524.2,13115.4,13554.3,14733.9,15406.5,15744.2,16124.1,16060.0,17553.5,18143.4,17810.4,17945.7,17862.6,18607.9,18805.0,19838.1,20343.6,21261.9,22430.0
